nmr.gene_id,nmr.symbol,mouse.gene_id,mouse.symbol
101709988,Ano10,ENSMUSG00000037949,Ano10
101709406,Snrk,ENSMUSG00000038145,Snrk
101711700,Pomgnt2,ENSMUSG00000066235,Pomgnt2
101711069,Fam198a,ENSMUSG00000038233,Fam198a
101712770,Ackr2,ENSMUSG00000044534,Ackr2
101713147,Higd1a,ENSMUSG00000038412,Higd1a
101713723,Ccdc13,ENSMUSG00000079235,Ccdc13
101714074,Hhatl,ENSMUSG00000032523,Hhatl
101714895,Klhl40,ENSMUSG00000074001,Klhl40
101715256,Zbtb47,ENSMUSG00000013419,Zfp651
101715614,Nktr,ENSMUSG00000032525,Nktr
101716649,Ss18l2,ENSMUSG00000032526,Deb1
101717219,Sec22c,ENSMUSG00000061536,Sec22c
101718234,Vipr1,ENSMUSG00000032528,Vipr1
101719515,Cck,ENSMUSG00000032532,Cck
101720212,LOC101720212,ENSMUSG00000032536,Trak1
101722341,Ulk4,ENSMUSG00000040936,Ulk4
101720578,Ctnnb1,ENSMUSG00000006932,Ctnnb1
101724926,Rpl14,ENSMUSG00000025794,Rpl14
101696417,Entpd3,ENSMUSG00000041608,Entpd3
101725941,Eif1b,ENSMUSG00000006941,Eif1b
101726549,Myrip,ENSMUSG00000041794,Myrip
101697147,Mobp,ENSMUSG00000032517,Mobp
101697519,Rpsa,ENSMUSG00000032518,Rpsa
101697900,Slc25a38,ENSMUSG00000032519,Slc25a38
101699733,Kalrn,ENSMUSG00000061751,Kalrn
101699019,Umps,ENSMUSG00000022814,Umps
101702445,Itgb5,ENSMUSG00000022817,Itgb5
101722346,Muc13,ENSMUSG00000022824,Muc13
101703400,Slc12a8,ENSMUSG00000035506,Slc12a8
101703761,Znf148,ENSMUSG00000022811,Zfp148
101704723,Snx4,ENSMUSG00000022808,Snx4
101706054,Ccr8,ENSMUSG00000042262,Ccr8
101706400,Cx3cr1,ENSMUSG00000052336,Cx3cr1
101706778,Xirp1,ENSMUSG00000079243,Xirp1
101708115,Csrnp1,ENSMUSG00000032515,Csrnp1
101709051,Ttc21a,ENSMUSG00000032514,Ttc21a
101708689,Gorasp1,ENSMUSG00000032513,Gorasp1
101709412,Wdr48,ENSMUSG00000032512,Wdr48
101723747,Scn11a,ENSMUSG00000034115,Scn11a
101724114,Scn10a,ENSMUSG00000034533,Scn10a
101710111,Scn5a,ENSMUSG00000032511,Scn5a
101710473,Exog,ENSMUSG00000042787,Exog
101711703,Acvr2b,ENSMUSG00000061393,Acvr2b
101712072,Xylb,ENSMUSG00000035769,Xylb
101713505,Acaa1,ENSMUSG00000010651,Acaa1b
101712637,Myd88,ENSMUSG00000032508,Myd88
101714901,Oxsr1,ENSMUSG00000036737,Oxsr1
101715617,Lmcd1,ENSMUSG00000057604,Lmcd1
101716175,Ssuh2,ENSMUSG00000034387,Ssu2
101716522,Cav3,ENSMUSG00000062694,Cav3
101716873,Oxtr,ENSMUSG00000049112,Oxtr
101717786,Rad18,ENSMUSG00000030254,Rad18
101718363,Srgap3,ENSMUSG00000030257,Srgap3
101719405,Thumpd3,ENSMUSG00000030264,Thumpd3
101719991,Setd5,ENSMUSG00000034269,Setd5
101723996,Lhfpl4,ENSMUSG00000042873,Lhfpl4
101724817,Mtmr14,ENSMUSG00000030269,Mtmr14
101725443,Cpne9,ENSMUSG00000030270,Cpne9
101726294,Brpf1,ENSMUSG00000001632,Brpf1
101697522,Ogg1,ENSMUSG00000030271,Ogg1
101697150,Camk1,ENSMUSG00000030272,Camk1
101698522,Tada3,ENSMUSG00000048930,Tada3
101698887,Rpusd3,ENSMUSG00000051169,Rpusd3
101699734,Cidec,ENSMUSG00000030278,Cidec
101700580,LOC101700580,ENSMUSG00000043088,Il17re
101701402,Il17rc,ENSMUSG00000030281,Il17rc
101702933,Creld1,ENSMUSG00000030284,Creld1
101703763,Prrt3,ENSMUSG00000045009,Prrt3
101705316,Emc3,ENSMUSG00000030286,Emc3
101705946,Fancd2,ENSMUSG00000034023,Fancd2
101706519,Fancd2os,ENSMUSG00000033963,Fancd2os
101706890,Brk1,ENSMUSG00000033940,Brk1
101707619,Atp2b2,ENSMUSG00000030302,Atp2b2
101709886,Sec13,ENSMUSG00000030298,Sec13
101710248,Ghrl,ENSMUSG00000064177,Ghrl
101710843,Tatdn2,ENSMUSG00000056952,Tatdn2
101697284,Irak2,ENSMUSG00000060477,Irak2
101697654,Vhl,ENSMUSG00000033933,Vhl
101712186,Rfx7,ENSMUSG00000037674,Rfx7
101712885,Nedd4,ENSMUSG00000032216,Nedd4
101714311,Prtg,ENSMUSG00000036030,Prtg
101714662,Pygo1,ENSMUSG00000034910,Pygo1
101715618,Ccpg1,ENSMUSG00000034563,Ccpg1
106009876,LOC106009876,ENSMUSG00000086158,Ccpg1os
101715263,Pigb,ENSMUSG00000079469,Pigb
101718718,Rab27a,ENSMUSG00000032202,Rab27a
101721388,Rsl24d1,ENSMUSG00000032215,Rsl24d1
101722108,Unc13c,ENSMUSG00000062151,Unc13c
101723150,Wdr72,ENSMUSG00000044976,Wdr72
101725703,Onecut1,ENSMUSG00000043013,Onecut1
101726666,Fam214a,ENSMUSG00000034858,Fam214a
106009881,Arpp19,ENSMUSG00000007656,Arpp19
101697151,Myo5a,ENSMUSG00000034593,Myo5a
101698272,Myo5c,ENSMUSG00000033590,Myo5c
101698655,Gnb5,ENSMUSG00000032192,Gnb5
101700948,Bcl2l10,ENSMUSG00000032191,Bcl2l10
101700449,Mapk6,ENSMUSG00000042688,Mapk6
101701751,Leo1,ENSMUSG00000042487,Leo1
101702107,Tmod3,ENSMUSG00000058587,Tmod3
101702934,Tmod2,ENSMUSG00000032186,Tmod2
101703634,Lysmd2,ENSMUSG00000032184,Lysmd2
101704377,Scg3,ENSMUSG00000032181,Scg3
101705947,Dmxl2,ENSMUSG00000041268,Dmxl2
101707620,Gldn,ENSMUSG00000046167,Gldn
101702005,LOC101702005,ENSMUSG00000032274,Cyp19a1
101707980,Tnfaip8l3,ENSMUSG00000074345,Tnfaip8l3
101708335,Ap4e1,ENSMUSG00000001998,Ap4e1
101708930,Sppl2a,ENSMUSG00000027366,Sppl2a
101709993,Trpm7,ENSMUSG00000027365,Trpm7
101710362,Usp8,ENSMUSG00000027363,Usp8
101710719,Catsper2,ENSMUSG00000033486,Catsper2
101711074,Gabpb1,ENSMUSG00000027361,Gabpb1
101711940,Hdc,ENSMUSG00000027360,Hdc
101712294,Slc27a2,ENSMUSG00000027359,Slc27a2
101712888,Atp8b4,ENSMUSG00000060131,Atp8b4
101713506,Dtwd1,ENSMUSG00000023330,Dtwd1
101705201,Fam227b,ENSMUSG00000027209,Fam227b
101714076,Fgf7,ENSMUSG00000027208,Fgf7
101714414,Galk2,ENSMUSG00000027207,Galk2
101715017,Cops2,ENSMUSG00000027206,Cops2
101715833,Secisbp2l,ENSMUSG00000035093,Secisbp2l
101717788,Shc4,ENSMUSG00000035109,Shc4
101717455,Eid1,ENSMUSG00000091337,Eid1
101718142,Cep152,ENSMUSG00000068394,Cep152
101718482,Fbn1,ENSMUSG00000027204,Fbn1
101718828,Dut,ENSMUSG00000027203,Dut
101719170,Slc12a1,ENSMUSG00000027202,Slc12a1
101722110,Ctxn2,ENSMUSG00000074872,Ctxn2
101720331,Myef2,ENSMUSG00000027201,Myef2
101719993,Slc24a5,ENSMUSG00000035183,Slc24a5
101723276,Sema6d,ENSMUSG00000027200,Sema6d
101725445,Sqrdl,ENSMUSG00000005803,Sqrdl
101707035,Bloc1s6,ENSMUSG00000005804,Bloc1s6
101707394,Slc30a4,ENSMUSG00000005802,Slc30a4
101725830,LOC101725830,ENSMUSG00000033213,AA467197
101696418,Gatm,ENSMUSG00000027199,Gatm
101707748,Slc28a2,ENSMUSG00000027219,Slc28a2
101696776,Shf,ENSMUSG00000033256,Shf
101698133,Duox1,ENSMUSG00000033268,Duox1
101698524,Duoxa1,ENSMUSG00000027224,Duoxa1
101708812,Duoxa2,ENSMUSG00000027225,Duoxa2
101698889,Duox2,ENSMUSG00000068452,Duox2
101699735,Sord,ENSMUSG00000027227,Sord
101701654,LOC101701654,ENSMUSG00000027229,Terb2
101700450,Trim69,ENSMUSG00000033368,Trim69
101702003,Dlgap5,ENSMUSG00000037544,Dlgap5
101702345,Lgals3,ENSMUSG00000050335,Lgals3
101703169,Mapk1ip1l,ENSMUSG00000021840,Mapk1ip1l
101704725,Socs4,ENSMUSG00000048379,Socs4
101705065,Wdhd1,ENSMUSG00000037572,Wdhd1
101706667,Gch1,ENSMUSG00000037580,Gch1
101707256,Samd4a,ENSMUSG00000021838,Samd4
101709052,Cgrrf1,ENSMUSG00000055128,Cgrrf1
101709653,Gmfb,ENSMUSG00000062014,Gmfb
101709995,Cnih1,ENSMUSG00000015759,Cnih1
101710612,Cdkn3,ENSMUSG00000037628,Cdkn3
101711207,Bmp4,ENSMUSG00000021835,Bmp4
101712889,Ddhd1,ENSMUSG00000037697,Ddhd1
101714078,Fermt2,ENSMUSG00000037712,Fermt2
101715482,Gnpnat1,ENSMUSG00000037722,Gnpnat1
101716297,Psmc6,ENSMUSG00000021832,Psmc6
101716653,Ero1a,ENSMUSG00000021831,Ero1l
101717003,Gpr137c,ENSMUSG00000049092,Gpr137c
101717343,Txndc16,ENSMUSG00000021830,Txndc16
101718143,Ptger2,ENSMUSG00000037759,Ptger2
101710975,Ptgdr,ENSMUSG00000071489,Ptgdr
101718483,Nid2,ENSMUSG00000021806,Nid2
101719056,LOC101719056,ENSMUSG00000021807,2700060E02Rik
101719408,Gng2,ENSMUSG00000043004,Gng2
101719759,Frmd6,ENSMUSG00000048285,Frmd6
101720919,Tmx1,ENSMUSG00000021072,Tmx1
101721984,Trim9,ENSMUSG00000021071,Trim9
101723998,Pygl,ENSMUSG00000021069,Pygl
101724819,Abhd12b,ENSMUSG00000090121,Abhd12b
101725944,Nin,ENSMUSG00000021068,Nin
101726669,Sav1,ENSMUSG00000021067,Sav1
101696537,Atl1,ENSMUSG00000021066,Atl1
101697393,Map4k5,ENSMUSG00000034761,Map4k5
101700321,Cdkl1,ENSMUSG00000020990,Cdkl1
101698657,Atp5s,ENSMUSG00000054894,Atp5s
101702109,L2hgdh,ENSMUSG00000020988,L2hgdh
101701753,Sos2,ENSMUSG00000034801,Sos2
101701405,Vcpkmt,ENSMUSG00000049882,Vcpkmt
101703058,Arf6,ENSMUSG00000044147,Arf6
101703766,Nemf,ENSMUSG00000020982,Nemf
101703403,Klhdc2,ENSMUSG00000020978,Klhdc2
101706520,Klhdc1,ENSMUSG00000051890,Klhdc1
101705066,Pole2,ENSMUSG00000020974,Pole2
101704134,Dnaaf2,ENSMUSG00000020973,Dnaaf2
101707621,Mgat2,ENSMUSG00000043998,Mgat2
101708337,Lrr1,ENSMUSG00000034883,Lrr1
101708932,Rps29,ENSMUSG00000034892,Rps29
101711448,Mdga2,ENSMUSG00000034912,Mdga2
101716301,LOC101716301,ENSMUSG00000034239,Gm884
101713375,Mis18bp1,ENSMUSG00000047534,Mis18bp1
101713730,Fancm,ENSMUSG00000055884,Fancm
101714079,Fkbp3,ENSMUSG00000020949,Fkbp3
101714905,Prpf39,ENSMUSG00000035597,Prpf39
101716655,Fam179b,ENSMUSG00000035614,Fam179b
101717902,Klhl28,ENSMUSG00000020948,Klhl28
101718032,LOC101718032,ENSMUSG00000047227,Gm527
101718367,Fscb,ENSMUSG00000043060,Fscb
101720116,LOC101720116,ENSMUSG00000053742,Gm5114
101721879,Golgb1,ENSMUSG00000034243,Golgb1
101723153,Hcls1,ENSMUSG00000022831,Hcls1
101723744,Fbxo40,ENSMUSG00000047746,Fbxo40
101721523,Polq,ENSMUSG00000034206,Polq
101724698,Stxbp5l,ENSMUSG00000022829,Stxbp5l
101725574,Gtf2e1,ENSMUSG00000022828,Gtf2e1
101726190,Rabl3,ENSMUSG00000022827,Rabl3
101696300,Hgd,ENSMUSG00000022821,Hgd
101696660,Ndufb4,ENSMUSG00000022820,Ndufb4
101697020,Fstl1,ENSMUSG00000022816,Fstl1
101698274,LOC101698274,ENSMUSG00000108763,Gm36028
101697903,Lrrc58,ENSMUSG00000034158,Lrrc58
101700687,Gpr156,ENSMUSG00000046961,Gpr156
101701301,Gsk3b,ENSMUSG00000022812,Gsk3b
101722589,Nr1i2,ENSMUSG00000022809,Nr1i2
101702347,Maats1,ENSMUSG00000022805,Maats1
101704845,Popdc2,ENSMUSG00000022803,Popdc2
101703405,Pla1a,ENSMUSG00000002847,Pla1a
101705433,Adprh,ENSMUSG00000002844,Adprh
101722924,Cd80,ENSMUSG00000075122,Cd80
101706057,Timmdc1,ENSMUSG00000002846,Timmdc1
101707033,Poglut1,ENSMUSG00000034064,Poglut1
101706406,Tmem39a,ENSMUSG00000002845,Tmem39a
101707746,Arhgap31,ENSMUSG00000022799,Arhgap31
101723638,B4galt4,ENSMUSG00000022793,B4galt4
101708339,Upk1b,ENSMUSG00000049436,Upk1b
101724000,LOC101724000,ENSMUSG00000022798,4930435E12Rik
101708934,Igsf11,ENSMUSG00000022790,Igsf11
101709306,Lsamp,ENSMUSG00000061080,Lsamp
101709889,Gap43,ENSMUSG00000047261,Gap43
101710846,Zbtb20,ENSMUSG00000022708,Zbtb20
101713509,Tigit,ENSMUSG00000071552,Tigit
101713857,Drd3,ENSMUSG00000022705,Drd3
101714546,Qtrtd1,ENSMUSG00000022704,Qtrtd1
101715127,Kiaa1407,ENSMUSG00000022701,Ccdc191
101716416,Zdhhc23,ENSMUSG00000036304,Zdhhc23
101696780,Gramd1c,ENSMUSG00000036292,Gramd1c
101717344,Atp6v1a,ENSMUSG00000052459,Atp6v1a
101717688,Naa50,ENSMUSG00000022698,Naa50
101718241,Kiaa2018,ENSMUSG00000068284,Usf3
101719171,Sidt1,ENSMUSG00000022696,Sidt1
101697906,Spice1,ENSMUSG00000043065,Spice1
101698277,Cfap44,ENSMUSG00000071550,Cfap44
101720114,Boc,ENSMUSG00000022687,Boc
101721393,LOC101721393,ENSMUSG00000036208,Nepro
101723387,Gtpbp8,ENSMUSG00000022668,Gtpbp8
101724227,Cd200r1,ENSMUSG00000022667,Cd200r1
101726064,Ccdc80,ENSMUSG00000022665,Ccdc80
101726437,Slc35a5,ENSMUSG00000022664,Slc35a5
101697524,Atg3,ENSMUSG00000022663,Atg3
101698891,Btla,ENSMUSG00000052013,Btla
101699493,Cd200,ENSMUSG00000022661,Cd200
101699738,Slc9c1,ENSMUSG00000033210,Slc9c1
101700094,Gcsam,ENSMUSG00000022659,Gcsam
101699858,LOC101699858,ENSMUSG00000033187,BC016579
101700207,Tmprss7,ENSMUSG00000033177,Tmprss7
101700807,Tagln3,ENSMUSG00000022658,Tagln3
101701879,Abhd10,ENSMUSG00000033157,Abhd10
101702937,Phldb2,ENSMUSG00000033149,Phldb2
101704486,Plcxd2,ENSMUSG00000087141,Plcxd2
101705809,Pvrl3,ENSMUSG00000022656,Nectin3
101707747,Dppa4,ENSMUSG00000058550,Dppa4
101705810,Dppa2,ENSMUSG00000072419,Dppa2
101706157,Morc1,ENSMUSG00000022652,Morc1
101706523,LOC101706523,ENSMUSG00000030775,Trat1
101709890,Dzip3,ENSMUSG00000064061,Dzip3
101709541,Kiaa1524,ENSMUSG00000033031,C330027C09Rik
101707986,Myh15,ENSMUSG00000092009,Myh15
101711942,Ift57,ENSMUSG00000032965,Ift57
101712296,Cd47,ENSMUSG00000055447,Cd47
101713155,Bbx,ENSMUSG00000022641,Bbx
101715962,Ccdc54,ENSMUSG00000050685,Ccdc54
101719173,Cblb,ENSMUSG00000022637,Cblb
101720697,Alcam,ENSMUSG00000022636,Alcam
101715020,Scn2a,ENSMUSG00000075318,Scn2a
101716077,Scn3a,ENSMUSG00000057182,Scn3a
101716418,Slc38a11,ENSMUSG00000061171,Slc38a11
101714215,Cobll1,ENSMUSG00000034903,Cobll1
101717007,Grb14,ENSMUSG00000026888,Grb14
101718593,Fign,ENSMUSG00000075324,Fign
101719176,Kcnh7,ENSMUSG00000059742,Kcnh7
101720587,Gca,ENSMUSG00000026893,Gca
101721395,Ifih1,ENSMUSG00000026896,Ifih1
101722237,Fap,ENSMUSG00000000392,Fap
101722590,Gcg,ENSMUSG00000000394,Gcg
101722925,Dpp4,ENSMUSG00000035000,Dpp4
101724116,Slc4a10,ENSMUSG00000026904,Slc4a10
101696910,Tbr1,ENSMUSG00000035033,Tbr1
101697286,Psmd14,ENSMUSG00000026914,Psmd14
101698139,Tank,ENSMUSG00000064289,Tank
101700095,Rbms1,ENSMUSG00000026970,Rbms1
101701540,Itgb6,ENSMUSG00000026971,Itgb6
101716305,Pla2r1,ENSMUSG00000054580,Pla2r1
101704599,7-Mar,ENSMUSG00000026977,7-Mar
101704252,Baz2b,ENSMUSG00000026987,Baz2b
101705204,Wdsub1,ENSMUSG00000026988,Wdsub1
101705811,Tanc1,ENSMUSG00000035168,Tanc1
101706894,Dapl1,ENSMUSG00000026989,Dapl1
101707627,Pkp4,ENSMUSG00000026991,Pkp4
101709656,Ccdc148,ENSMUSG00000036641,Ccdc148
101709997,Upp2,ENSMUSG00000026839,Upp2
101711343,Acvr1,ENSMUSG00000026836,Acvr1
101712645,Acvr1c,ENSMUSG00000026834,Acvr1c
101713514,Cytip,ENSMUSG00000026832,Cytip
101714209,Ermn,ENSMUSG00000026830,Ermn
101714551,Galnt5,ENSMUSG00000026828,Galnt5
101715967,Gpd2,ENSMUSG00000026827,Gpd2
101717009,Nr4a2,ENSMUSG00000026826,Nr4a2
101718832,Kcnj3,ENSMUSG00000026824,Kcnj3
101719996,Galnt13,ENSMUSG00000060988,Galnt13
101720336,Rprm,ENSMUSG00000075334,Rprm
101722116,Arl6ip6,ENSMUSG00000026960,Arl6ip6
101723039,Bin1,ENSMUSG00000024381,Bin1
101725837,Ercc3,ENSMUSG00000024382,Ercc3
101726195,Map3k2,ENSMUSG00000024383,Map3k2
101696423,Proc,ENSMUSG00000024386,Proc
101697657,Iws1,ENSMUSG00000024384,Iws1
101697288,Myo7b,ENSMUSG00000024388,Myo7b
101700327,Lims2,ENSMUSG00000024395,Lims2
101699497,Gpr17,ENSMUSG00000052229,Gpr17
101701758,Sft2d3,ENSMUSG00000044982,Sft2d3
101702113,Wdr33,ENSMUSG00000024400,Wdr33
101703872,Polr2d,ENSMUSG00000024258,Polr2d
101704490,Ammecr1l,ENSMUSG00000041915,Ammecr1l
101706158,Ccdc115,ENSMUSG00000042111,Ccdc115
101705813,Imp4,ENSMUSG00000026127,Imp4
101706897,Ptpn18,ENSMUSG00000026126,Ptpn18
101709058,LOC101709058,ENSMUSG00000026124,Cfc1
101710850,Amer3,ENSMUSG00000045174,Amer3
101713627,Arhgef4,ENSMUSG00000037509,Arhgef4
101711829,Fam168b,ENSMUSG00000037503,Fam168b
101715021,Plekhb2,ENSMUSG00000026123,Plekhb2
101717791,Hs6st1,ENSMUSG00000045216,Hs6st1
101718371,Uggt1,ENSMUSG00000037470,Uggt1
101726564,LOC101726564,ENSMUSG00000024260,Sap130
101719062,Gypc,ENSMUSG00000090523,Gypc
101721163,Cntnap5,ENSMUSG00000070695,Cntnap5a
101722350,Tsn,ENSMUSG00000026374,Tsn
101722926,Nifk,ENSMUSG00000026377,Nifk
101723506,Clasp1,ENSMUSG00000064302,Clasp1
101697022,Tfcp2l1,ENSMUSG00000026380,Tfcp2l1
101697659,Gli2,ENSMUSG00000048402,Gli2
101700814,Inhbb,ENSMUSG00000037035,Inhbb
101699253,Ralb,ENSMUSG00000004451,Ralb
101699610,Tmem185b,ENSMUSG00000098923,Tmem185b
101700951,Epb41l5,ENSMUSG00000026383,Epb41l5
101701882,Ptpn4,ENSMUSG00000026384,Ptpn4
101702940,Tmem177,ENSMUSG00000036975,Tmem177
101701171,LOC101701171,ENSMUSG00000036962,Cfap221
101703639,Sctr,ENSMUSG00000026387,Sctr
101703290,Tmem37,ENSMUSG00000050777,Tmem37
101705205,Dbi,ENSMUSG00000026385,Dbi
101701544,LOC101701544,ENSMUSG00000026388,3110009E18Rik
101706294,Steap3,ENSMUSG00000026389,Steap3
101708122,C1ql2,ENSMUSG00000036907,C1ql2
101708814,Marco,ENSMUSG00000026390,Marco
101709192,En1,ENSMUSG00000058665,En1
101709894,Insig2,ENSMUSG00000003721,Insig2
101712191,Ccdc93,ENSMUSG00000026339,Ccdc93
101713011,LOC101713011,ENSMUSG00000050534,Htr5b
101713381,Ddx18,ENSMUSG00000001674,Ddx18
101716881,Dpp10,ENSMUSG00000036815,Dpp10
101718942,Actr3,ENSMUSG00000026341,Actr3
101719641,Slc35f5,ENSMUSG00000026342,Slc35f5
101720338,Gpr39,ENSMUSG00000026343,Gpr39
101719998,Lypd1,ENSMUSG00000026344,Lypd1
101720700,Nckap5,ENSMUSG00000049690,Nckap5
101721991,Mgat5,ENSMUSG00000036155,Mgat5
101722815,Tmem163,ENSMUSG00000026347,Tmem163
101705072,Acmsd,ENSMUSG00000026348,Acmsd
101724118,Ccnt2,ENSMUSG00000026349,Ccnt2
101725578,Map3k19,ENSMUSG00000051590,Map3k19
101726563,Rab3gap1,ENSMUSG00000036104,Rab3gap1
101726197,Zranb3,ENSMUSG00000036086,Zranb3
101697023,R3hdm1,ENSMUSG00000056211,R3hdm1
101697764,Ubxn4,ENSMUSG00000026353,Ubxn4
101697396,Lct,ENSMUSG00000026354,Lct
101698140,Mcm6,ENSMUSG00000026355,Mcm6
101698896,Dars,ENSMUSG00000026356,Dars
101699254,Cxcr4,ENSMUSG00000045382,Cxcr4
101701883,Thsd7b,ENSMUSG00000042581,Thsd7b
101702942,Hnmt,ENSMUSG00000026986,Hnmt
101703641,Spopl,ENSMUSG00000026771,Spopl
101704383,Nxph2,ENSMUSG00000069132,Nxph2
101705699,Lrp1b,ENSMUSG00000049252,Lrp1b
101706061,Kynu,ENSMUSG00000026866,Kynu
101707990,Arhgap15,ENSMUSG00000049744,Arhgap15
101708696,Gtdc1,ENSMUSG00000036890,Gtdc1
101710481,Zeb2,ENSMUSG00000026872,Zeb2
101712649,Prr16,ENSMUSG00000073565,Prr16
101707270,Fam170a,ENSMUSG00000035420,Fam170a
101713520,Hsd17b4,ENSMUSG00000024507,Hsd17b4
101714316,Tnfaip8,ENSMUSG00000062210,Tnfaip8
101715839,Dmxl1,ENSMUSG00000037416,Dmxl1
101717118,Dtwd2,ENSMUSG00000024505,Dtwd2
101717792,Sema6a,ENSMUSG00000019647,Sema6a
101718834,Commd10,ENSMUSG00000042705,Commd10
101719872,Arl14epl,ENSMUSG00000073568,Arl14epl
101719527,Lvrn,ENSMUSG00000024481,Lvrn
101720828,Ap3s1,ENSMUSG00000024480,Ap3s1
101721642,Atg12,ENSMUSG00000032905,Atg12
101721993,Cdo1,ENSMUSG00000033022,Cdo1
101722352,LOC101722352,ENSMUSG00000033184,Tmed7
101722929,Fem1c,ENSMUSG00000033319,Fem1c
101709778,LOC101709778,ENSMUSG00000071855,Ccdc112
101723510,Pggt1b,ENSMUSG00000024477,Pggt1b
101724705,Trim36,ENSMUSG00000033949,Trim36
101725711,Kcnn2,ENSMUSG00000054477,Kcnn2
101726442,Ythdc2,ENSMUSG00000034653,Ythdc2
101696544,Mcc,ENSMUSG00000071856,Mcc
101697533,Dcp2,ENSMUSG00000024472,Dcp2
101698142,Myot,ENSMUSG00000024471,Myot
101699147,LOC101699147,ENSMUSG00000038071,Npy6r
101699501,Hnrnpa0,ENSMUSG00000007836,Hnrnpa0
101699865,Klhl3,ENSMUSG00000014164,Klhl3
101701044,Spock1,ENSMUSG00000056222,Spock1
101701658,Trpc7,ENSMUSG00000021541,Trpc7
101702009,Smad5,ENSMUSG00000021540,Smad5
101702581,Tgfbi,ENSMUSG00000035493,Tgfbi
101703644,Lect2,ENSMUSG00000021539,Lect2
101704018,Fbxl21,ENSMUSG00000035509,Fbxl21
101713016,Il9,ENSMUSG00000021538,Il9
101704386,Slc25a48,ENSMUSG00000021509,Slc25a48
101705206,Cxcl14,ENSMUSG00000021508,Cxcl14
101705578,Neurog1,ENSMUSG00000048904,Neurog1
101713741,Tifab,ENSMUSG00000049625,Tifab
101706296,LOC101706296,ENSMUSG00000015937,H2afy
101707993,Pitx1,ENSMUSG00000021506,Pitx1
101708699,Catsper3,ENSMUSG00000021499,Catsper3
101709065,Pcbd2,ENSMUSG00000021496,Pcbd2
101710255,Txndc15,ENSMUSG00000021497,Txndc15
101710853,LOC101710853,ENSMUSG00000045767,B230219D22Rik
101711832,Ddx46,ENSMUSG00000021500,Ddx46
101712651,Camlg,ENSMUSG00000021501,Caml
101713013,B4galt7,ENSMUSG00000021504,B4galt7
101713382,Tmed9,ENSMUSG00000058569,Tmed9
101713737,Fam193b,ENSMUSG00000021495,Fam193b
101714558,Ddx41,ENSMUSG00000021494,Ddx41
101715135,Dok3,ENSMUSG00000035711,Dok3
101715491,Pdlim7,ENSMUSG00000021493,Pdlim7
101717698,Dbn1,ENSMUSG00000034675,Dbn1
101720000,Prr7,ENSMUSG00000034686,Prr7
101718249,Grk6,ENSMUSG00000074886,Grk6
101720589,F12,ENSMUSG00000021492,F12
101722241,Pfn3,ENSMUSG00000044444,Pfn3
101721402,Slc34a1,ENSMUSG00000021490,Slc34a1
101722596,Rgs14,ENSMUSG00000052087,Rgs14
101724120,Lman2,ENSMUSG00000021484,Lman2
101696667,Mxd3,ENSMUSG00000021485,Mxd3
101726307,Prelid1,ENSMUSG00000021486,Prelid1
101724474,Rab24,ENSMUSG00000034789,Rab24
101698401,Nsd1,ENSMUSG00000021488,Nsd1
101700214,Fgfr4,ENSMUSG00000005320,Fgfr4
101702798,Znf346,ENSMUSG00000021481,Zfp346
101703646,Uimc1,ENSMUSG00000025878,Uimc1
101706410,Hk3,ENSMUSG00000025877,Hk3
101705817,Unc5a,ENSMUSG00000025876,Unc5a
101707756,Tspan17,ENSMUSG00000025875,Tspan17
101715494,Eif4e1b,ENSMUSG00000074895,Eif4e1b
101708817,Sncb,ENSMUSG00000034891,Sncb
101709196,Gprin1,ENSMUSG00000069227,Gprin1
101709548,Cdhr2,ENSMUSG00000034918,Cdhr2
101710120,Rnf44,ENSMUSG00000034928,Rnf44
101712781,Faf2,ENSMUSG00000025873,Faf2
101713269,Cltb,ENSMUSG00000047547,Cltb
101713870,Higd2a,ENSMUSG00000025868,Higd2a
101714216,Nop16,ENSMUSG00000025869,Nop16
101714560,Arl10,ENSMUSG00000025870,Arl10
101715279,Kiaa1191,ENSMUSG00000025871,4833439L19Rik
101716531,Simc1,ENSMUSG00000043183,Simc1
101717461,Thoc3,ENSMUSG00000025872,Thoc3
101717793,Cplx2,ENSMUSG00000025867,Cplx2
101718597,Hrh2,ENSMUSG00000034987,Hrh2
101719287,Sfxn1,ENSMUSG00000021474,Sfxn1
101720342,Drd1,ENSMUSG00000021478,Drd1
101721042,Msx2,ENSMUSG00000021469,Msx2
101721403,LOC101721403,ENSMUSG00000020297,Nsg2
101717234,LOC101717234,ENSMUSG00000020299,4930524B15Rik
101721995,Cpeb4,ENSMUSG00000020300,Cpeb4
101723040,Bod1,ENSMUSG00000044502,Bod1
101723645,Stc2,ENSMUSG00000020303,Stc2
101724475,Nkx2-5,ENSMUSG00000015579,Nkx2-5
101724941,Bnip1,ENSMUSG00000024191,Bnip1
101703638,Crebrf,ENSMUSG00000048249,Crebrf
101726308,Atp6v0e1,ENSMUSG00000015575,Atp6v0e
101697164,Ergic1,ENSMUSG00000001576,Ergic1
101697768,Neurl1b,ENSMUSG00000034413,Neurl1b
101698402,Sh3pxd2b,ENSMUSG00000040711,Sh3pxd2b
101699030,Ubtd2,ENSMUSG00000044949,Ubtd2
101699385,Efcab9,ENSMUSG00000044056,Efcab9
101700102,Stk10,ENSMUSG00000020272,Stk10
